,סוג,שנה,יד,סמ״ק,מחיר,קילומטראז',סוג מנוע,תיבת הילוכים,צבע,תאריך עליה לכביש,טסט עד,בעלות נוכחית,מוכן להחלפה,מותאם לנכים,זיהום מירבי,אזור המכירה:,בעלות קודמת,שם הסוכנות:
640,סקודה אוקטביה,2015,2,1395,"57,000 ₪","132,000",בנזין,אוטומט,אפור מטאלי,01/2015,,פרטית,לא,לא,15,ירושלים,פרטית,
641,מרצדס SLC,2021,1,1991,"310,000 ₪","10,000",בנזין,אוטומט,כסוף מטאלי,04/2021,,פרטית,כן,לא,13,חולון,,
642,אופל אסטרה,2017,1,1399,"53,000 ₪","128,000",בנזין,אוטומט,לבן מטאלי,10/2017,10/2022,ליסינג,כן,לא,10,כפר יונה,,מוטודיל
643,פולקסווגן גולף,2003,3,1595,"6,500 ₪","212,000",בנזין,אוטומט,אפור מטאלי,,12/2022,פרטית,לא,לא,15,פתח תקווה,פרטית,
644,סיאט איביזה,2011,5,1197,לא צוין מחיר,"119,000",בנזין,אוטומט,לבן שנהב,,03/2022,פרטית,לא,לא,14,חיפה,פרטית,
645,סוזוקי SX4,2009,3,1586,"17,000 ₪","250,000",בנזין,אוטומט,לבן,,,פרטית,לא,לא,15,תעשיות שער הנגב,פרטית,
646,מאזדה 3,2014,3,1496,"49,000 ₪","112,000",בנזין,אוטומט,שחור,06/2014,06/2022,פרטית,כן,לא,10,נתניה,השכרה,
647,קיה פורטה,2010,1,1591,"23,000 ₪","181,000",בנזין,אוטומט,שחור מטאלי,05/2010,05/2022,פרטית,לא,לא,14,ראשון לציון,,
648,ב.מ.וו סדרה 2,2018,3,1499,"175,000 ₪","70,000",בנזין,אוטומט,לבן,,,פרטית,לא,לא,13,אשדוד,פרטית,
649,ב.מ.וו סדרה 1,2015,3,1598,"76,000 ₪","52,000",בנזין,אוטומט,לבן פנינה,11/2015,,פרטית,לא,לא,15,חולון,פרטית,
650,פיג'ו 308,2012,3,1598,"20,000 ₪","140,000",בנזין,אוטומט,לבן מטאלי,09/2012,09/2022,פרטית,לא,לא,15,קרית שמונה,פרטית,
651,פיאט 500,2014,3,1242,"25,000 ₪","99,000",בנזין,רובוטית,לבן פנינה,03/2014,03/2022,פרטית,לא,כן,7,נתיבות,פרטית,
652,מאזדה 3,2010,2,1598,"18,000 ₪","240,000",בנזין,אוטומט,אפור מטאלי,02/2010,02/2022,פרטית,כן,לא,15,ירושלים,פרטית,
653,קיה פיקנטו,2020,1,1248,"75,000 ₪","17,000",בנזין,אוטומט,לבן,05/2020,05/2022,פרטית,לא,לא,9,אילת,,
654,מאזדה 6,2005,4,2261,"16,500 ₪","200,000",בנזין,אוטומט,כחול מטאלי,,12/2022,פרטית,לא,לא,NaN,נתניה,פרטית,
655,סיאט טולדו,2014,1,1390,"35,000 ₪","197,000",בנזין,אוטומט,ברונזה,03/2014,03/2022,פרטית,לא,לא,14,קרית שמונה,,
656,טסלה מודל 3,2021,1,,"199,999 ₪","10,000",חשמלי,אוטומט,כחול כהה מטאלי,06/2021,,פרטית,לא,לא,1,באר שבע,,
657,סובארו B4,2008,1,1994,"22,600 ₪","200,000",בנזין,אוטומט,כחול כהה מטאלי,08/2008,08/2022,פרטית,לא,לא,15,תל אביב יפו,,
658,רנו קליאו דור 4 (2013-2019),2017,2,1461,"40,000 ₪","120,000",דיזל,אוטומט,כחול,01/2017,01/2022,פרטית,לא,לא,10,כפר יאסיף,ליסינג,
659,סיאט לאון,2018,1,1984,"174,000 ₪","71,000",בנזין,אוטומט,לבן,05/2018,,פרטית,לא,לא,12,אשדוד,,
660,מאזדה 3,2021,2,1998,"122,000 ₪","24,000",בנזין,אוטומט,שחור מטאלי,02/2021,02/2024,פרטית,כן,לא,11,קרית אתא,פרטית,
661,פולקסווגן חיפושית החדשה,2016,2,1197,"105,000 ₪","90,000",בנזין,אוטומט,ורוד,11/2016,04/2022,פרטית,לא,לא,9,קרית שמונה,פרטית,
662,טויוטה קורולה,2011,4,1598,"25,000 ₪","290,000",בנזין,אוטומט,אפור,,05/2022,פרטית,כן,לא,15,מגדל העמק,לימוד נהיגה,
663,סיטרואן C4,2009,3,1587,"6,500 ₪","195,000",בנזין,אוטומט,ברונזה,12/2009,12/2021,פרטית,לא,לא,15,בית שמש,חברה,
664,סיאט איביזה,2012,2,1390,לא צוין מחיר,"200,000",בנזין,ידנית,לבן,,02/2022,פרטית,לא,לא,14,אבו סנאן,פרטית,
665,טויוטה אוריס,2011,3,1598,"34,500 ₪","129,000",בנזין,אוטומט,כחול כהה,11/2011,11/2022,פרטית,לא,לא,14,באר שבע,פרטית,
666,סוזוקי SX4 קרוסאובר,2014,2,1586,"39,000 ₪","156,000",בנזין,ידנית,לבן,04/2014,04/2022,פרטית,לא,לא,8,ירושלים,פרטית,
667,סובארו B4,2007,2,1994,"14,000 ₪","259,000",בנזין,אוטומט,כחול,03/2007,03/2022,פרטית,לא,לא,NaN,כפר כנא,פרטית,
668,אאודי A7,2015,4,1984,"150,000 ₪","200,000",בנזין,אוטומט,לבן פנינה,,04/2022,פרטית,כן,לא,14,ירושלים,פרטית,
669,קיה פורטה,2017,2,1582,"60,000 ₪","121,000",דיזל,אוטומט,כסוף,10/2017,09/2022,פרטית,לא,לא,13,ירושלים,ליסינג,
670,מאזדה 3,2009,3,1598,"16,500 ₪","204,000",בנזין,אוטומט,אפור,,,פרטית,לא,לא,15,ירושלים,פרטית,
671,טויוטה יאריס הייבריד,2014,2,1497,"60,600 ₪","70,048",בנזין,אוטומט,כסוף מטאלי,05/2014,05/2022,פרטית,לא,לא,2,תל אביב יפו,פרטית,
672,פולקסווגן גולף,1987,10,1600,"50,000 ₪","180,000",בנזין,אוטומט,אדום,01/1987,01/2022,פרטית,לא,לא,NaN,ירושלים,פרטית,
673,פורד פוקוס,2012,4,1999,"25,000 ₪","180,000",בנזין,אוטומט,סגול,04/2012,03/2023,פרטית,לא,כן,14,קרית גת,פרטית,
674,יונדאי אקסנט/ i25 החדשה (2019 ואילך),2021,1,1368,"99,000 ₪","8,500",בנזין,אוטומט,אפור עכבר,01/2021,01/2023,פרטית,לא,לא,11,תל אביב יפו,,
675,פורד גלאקסי,2013,3,1999,"28,000 ₪","160,000",בנזין,אוטומט,שחור מטאלי,,01/2022,פרטית,כן,לא,15,אלעד,חברה,
676,מרצדס C-Class,2007,2,2497,"27,000 ₪","270,000",בנזין,אוטומט,כחול,,05/2022,פרטית,לא,לא,NaN,כפר אדומים,פרטית,
677,מאזדה MPV,2006,4,2967,"22,000 ₪","137,000",בנזין,אוטומט,אפור,09/2006,09/2022,פרטית,לא,לא,NaN,חיפה,פרטית,
678,סיאט איביזה,2013,2,1197,"52,000 ₪","87,500",בנזין,אוטומט,אפור מטאלי,,,פרטית,לא,לא,12,באר שבע,פרטית,
679,סוזוקי SX4 קרוסאובר,2015,2,1586,"58,000 ₪","94,000",בנזין,אוטומט,לבן פנינה,,06/2022,פרטית,לא,לא,14,גנות הדר,פרטית,...
680,יונדאי i20,2017,3,1368,"64,000 ₪","120,000",בנזין,אוטומט,כחול בהיר מטאלי,07/2017,07/2022,פרטית,לא,לא,13,בת ים,פרטית,
681,מרצדס C-Class Taxi,2019,1,1950,"110,000 ₪","180,000",דיזל,אוטומט,לבן,11/2019,11/2022,פרטית,לא,לא,9,מבשרת ציון,,
682,שברולט קרוז החדשה,2017,2,1399,"58,500 ₪","77,000",בנזין,אוטומט,אפור מטאלי,08/2017,09/2022,פרטית,כן,לא,11,מבשרת ציון,פרטית,
683,אאודי Q5,2013,1,1984,"110,000 ₪","105,000",בנזין,אוטומט,לבן,11/2013,11/2022,פרטית,לא,לא,15,חיפה,,
684,ניסאן קשקאי,2017,1,1197,"105,000 ₪","37,000",בנזין,אוטומט,לבן פנינה,,11/2022,פרטית,לא,לא,13,רחובות,,
685,קיה קרניבל,2009,1,2656,"30,000 ₪","150,000",בנזין,אוטומט,אפור עכבר,06/2009,07/2022,פרטית,לא,לא,15,רמת השרון,,
686,סיאט לאון,2020,1,1498,"113,000 ₪","18,000",בנזין,אוטומט,לבן,01/2020,01/2023,פרטית,לא,לא,14,ירושלים,,
687,אופל מריבה,2015,3,1364,"20,200 ₪","137,500",בנזין,אוטומט,שחור מטאלי,02/2015,02/2022,פרטית,לא,לא,15,מודיעין מכבים רעות,ליסינג,
688,סיאט איביזה,2012,3,1390,"20,000 ₪",193,בנזין,ידנית,שחור,11/2012,11/2022,פרטית,לא,לא,14,ירושלים,פרטית,
689,מיצובישי אקליפס,2008,3,3828,"58,000 ₪","84,000",בנזין,אוטומט,שחור מטאלי,10/2008,11/2022,פרטית,כן,לא,NaN,בני ברק,ייבוא אישי,
690,פורד פיאסטה,2013,2,1242,"17,500 ₪","149,000",בנזין,ידנית,כתום,,,פרטית,לא,לא,13,הרצליה,פרטית,
691,סקודה ראפיד,2016,2,1395,"46,000 ₪","126,000",בנזין,אוטומט,שמפניה,01/2016,,פרטית,לא,לא,12,אשקלון,ליסינג,
692,רנו מגאן דור 2 (2004-2010),2007,2,1598,"6,000 ₪","165,000",בנזין,אוטומט,ברונזה מטאלי,,03/2022,פרטית,לא,לא,15,מודיעין מכבים רעות,פרטית,
693,אאודי A6,2004,3,1896,"4,500 ₪","400,000",דיזל,אוטומט,כחול כהה,01/2004,01/2022,פרטית,כן,לא,NaN,קרית ארבע,פרטית,
694,מרצדס SLK,2013,2,1796,"198,000 ₪","89,500",בנזין,אוטומט,לבן,02/2013,02/2022,פרטית,לא,לא,15,חיפה,פרטית,
695,סקודה אוקטביה,2016,2,1798,"65,000 ₪","124,000",בנזין,אוטומט,שחור מטאלי,04/2016,04/2022,פרטית,לא,לא,9,באר שבע,פרטית,
696,פורד S-מקס,2012,2,1999,"26,000 ₪","140,000",בנזין,אוטומט,כסוף,05/2012,05/2022,פרטית,לא,לא,15,ירושלים,פרטית,
697,הונדה סיוויק סדאן החדשה,2015,2,1798,"55,000 ₪","104,000",בנזין,אוטומט,אפור,02/2015,,פרטית,לא,לא,14,דימונה,פרטית,
698,סיאט לאון,2016,2,1395,"69,000 ₪","106,000",בנזין,ידנית,שחור מטאלי,08/2016,08/2022,פרטית,לא,לא,12,תל אביב יפו,פרטית,
699,סוזוקי ליאנה,2004,3,1586,"8,000 ₪","200,000",בנזין,אוטומט,לבן,09/2004,09/2022,פרטית,לא,לא,NaN,כוכב יעקב,פרטית,
700,שברולט קאמארו,2021,1,3649,"340,000 ₪","18,000",בנזין,אוטומט,צהוב,05/2021,,פרטית,לא,לא,15,אשדוד,,
701,יונדאי אקסנט (עד 2012),2007,6,1599,"11,000 ₪","204,000",בנזין,אוטומט,כסוף,07/2007,07/2022,פרטית,לא,לא,15,מזכרת בתיה,פרטית,
702,ניסאן אקס טרייל,2018,2,1995,"160,000 ₪","120,000",דיזל,אוטומט,שחור מטאלי,08/2018,08/2022,פרטית,לא,לא,14,קרית מוצקין,פרטית,
703,סקודה קודיאק,2020,1,1968,"257,000 ₪","19,500",דיזל,אוטומט,אפור,07/2020,,פרטית,לא,לא,13,באר שבע,,
704,סיטרואן C4 קקטוס,2016,2,1199,"32,000 ₪","85,000",בנזין,ידנית,שחור מטאלי,08/2016,08/2022,פרטית,לא,לא,7,אשדוד,פרטית,
705,הונדה סיוויק סדאן החדשה,2008,5,1799,"13,500 ₪","331,000",בנזין,אוטומט,כסוף מטאלי,02/2008,02/2022,פרטית,לא,לא,14,אשקלון,ליסינג,
706,סיאט איביזה,2016,2,999,"52,000 ₪","70,000",בנזין,אוטומט,חום,01/2016,,פרטית,לא,לא,5,מעלות תרשיחא,פרטית,
707,יונדאי i10,2016,4,998,"30,000 ₪","103,000",בנזין,ידנית,אפור עכבר,,,פרטית,לא,לא,11,תל אביב יפו,פרטית,
708,טויוטה קורולה,2016,1,1598,"70,000 ₪","160,000",בנזין,אוטומט,כסוף,11/2016,,פרטית,לא,לא,7,אשדוד,,
709,סובארו אימפרזה ניו אייג',2007,9,1994,"10,000 ₪","160,000",בנזין,אוטומט,שחור,07/2007,,פרטית,כן,לא,NaN,באר שבע,פרטית,
710,אופל אדם,2015,3,1398,"37,500 ₪","107,000",בנזין,אוטומט,לבן,,,פרטית,לא,לא,7,באר יעקב,פרטית,
711,יונדאי ולוסטר,2012,2,1591,"45,000 ₪","112,000",בנזין,אוטומט,שחור,12/2012,12/2021,פרטית,לא,לא,13,רמת גן,פרטית,
712,פורד פיאסטה,2012,3,1242,"12,000 ₪","176,000",בנזין,ידנית,אפור עכבר,06/2012,04/2022,פרטית,לא,לא,15,הרצליה,פרטית,
713,מיצובישי אקליפס קרוס,2021,1,1499,לא צוין מחיר,"6,000",בנזין,אוטומט,לבן,01/2021,,פרטית,לא,לא,13,בית שמש,,
714,קיה פיקנטו,2021,1,1248,"85,000 ₪","20,000",בנזין,אוטומט,לבן פנינה,05/2021,05/2024,פרטית,לא,לא,9,יבנאל,,
715,סקודה סופרב (עד 2019),2012,2,1984,לא צוין מחיר,"215,376",בנזין,אוטומט,פלטינה,08/2012,,פרטית,לא,לא,15,ראשון לציון,השכרה,
716,פיג'ו 3008,2019,1,1997,"169,900 ₪","42,500",דיזל,אוטומט,לבן,07/2019,07/2022,ליסינג,לא,לא,10,ראשון לציון,,OTO-שירות ומכירת רכב
717,סיטרואן C4,2012,5,1598,"8,000 ₪","200,000",בנזין,אוטומט,כסוף,02/2012,02/2022,פרטית,לא,לא,15,ירושלים,חברה,
718,מאזדה 626,2001,3,1991,"5,000 ₪","374,000",בנזין,אוטומט,כסוף,,02/2022,פרטית,לא,לא,NaN,כליל,פרטית,
719,ניסאן טידה,2008,3,1598,"3,500 ₪","235,000",בנזין,אוטומט,לבן מטאלי,,02/2022,פרטית,לא,לא,15,אשדוד,השכרה,
720,מרצדס S-Class,2019,2,2925,"500,000 ₪","100,000",דיזל,אוטומט,לבן,04/2019,,פרטית,לא,לא,15,בית שאן,פרטית,
721,סיאט איביזה,2015,2,1197,"40,000 ₪","155,368",בנזין,ידנית,לבן,09/2015,09/2022,פרטית,לא,לא,11,ראשון לציון,פרטית,
722,טויוטה אוריס הייבריד,2015,2,1798,"59,000 ₪","140,000",בנזין,אוטומט,אפור,08/2015,08/2022,פרטית,לא,לא,3,ביתר עילית,ליסינג,
723,יונדאי גטס,2005,2,1341,"6,800 ₪","206,000",בנזין,אוטומט,תכלת,,03/2022,פרטית,לא,לא,NaN,הרצליה,פרטית,
724,סיטרואן C4 פיקאסו,2015,3,1598,"40,000 ₪","150,000",בנזין,אוטומט,אפור,12/2015,12/2021,פרטית,לא,לא,14,אריאל,פרטית,
725,סקודה סופרב (עד 2019),2009,3,1798,"25,500 ₪","390,000",בנזין,אוטומט,חום,09/2009,05/2022,פרטית,לא,לא,15,נצרת,פרטית,
726,מאזדה 3,2014,1,1496,"47,000 ₪","167,000",בנזין,אוטומט,לבן פנינה,,07/2022,פרטית,לא,לא,10,אום אל פחם,,
727,אאודי A6,2012,2,2995,לא צוין מחיר,"190,000",בנזין,אוטומט,אפור מטאלי,07/2012,07/2022,פרטית,לא,לא,15,כיסרא סומיע,פרטית,
728,טויוטה C-HR,2019,1,1798,"128,000 ₪","77,000",בנזין,אוטומט,אפור מטאלי,01/2019,01/2022,פרטית,לא,לא,3,חצור הגלילית,,
729,קיה פיקנטו,2015,2,1248,"38,000 ₪","110,000",בנזין,אוטומט,אפור עכבר,11/2015,11/2022,פרטית,לא,לא,9,זיתן,פרטית,
730,רנו מגאן דור 3 (2009-2017),2016,3,1461,לא צוין מחיר,"206,000",דיזל,אוטומט,אפור עכבר,,02/2022,פרטית,לא,לא,7,באר שבע,פרטית,
731,רנו קליאו דור 4 (2013-2019),2016,2,1197,"32,500 ₪","187,000",בנזין,אוטומט,כסף מטלי,11/2016,11/2022,פרטית,לא,לא,10,רמות נפתלי,השכרה,
732,מאזדה 2,2016,2,1496,"54,000 ₪","110,000",בנזין,אוטומט,לבן,01/2016,01/2022,פרטית,לא,לא,12,מזכרת בתיה,פרטית,
733,פולקסווגן פולו,2008,4,1390,"15,000 ₪","137,000",בנזין,אוטומט,כחול כהה מטאלי,04/2008,11/2023,פרטית,כן,לא,15,אשדוד,פרטית,
734,מיצובישי לנסר קלאסיק,2008,3,1584,לא צוין מחיר,"231,000",בנזין,אוטומט,כסוף,01/2008,,פרטית,לא,לא,15,כרמי יוסף,ליסינג,
735,סקודה סופרב (עד 2019),2013,2,1798,לא צוין מחיר,"268,000",בנזין,אוטומט,לבן שנהב,01/2013,01/2022,פרטית,לא,לא,15,כיסרא סומיע,פרטית,
736,רנו קליאו דור 4 (2013-2019),2013,3,1197,"36,000 ₪","80,000",בנזין,אוטומט,שחור מטאלי,12/2013,11/2022,פרטית,כן,לא,8,עפולה,פרטית,
737,לנצ'יה אפסילון,2012,5,875,"23,000 ₪","98,756",בנזין,אוטומט,אדום,03/2012,03/2022,פרטית,כן,לא,11,קרית גת,פרטית,
738,דאצ'יה סנדרו,2019,1,898,"50,000 ₪","30,000",בנזין,אוטומט,אדום מטאלי,09/2019,09/2022,פרטית,לא,לא,10,שדרות,,
739,אאודי A6,2014,3,2995,"139,000 ₪","65,000",בנזין,אוטומט,לבן,01/2014,01/2022,פרטית,לא,לא,15,צפת,פרטית,
740,סקודה סופרב (2019 ואילך),2021,1,1395,"340,000 ₪","1,200",היברידי חשמל / בנזין,אוטומט,אפור מטאלי,12/2021,12/2022,פרטית,לא,לא,14,אפרת,,
741,הונדה סיוויק סדאן החדשה,2008,1,1799,"20,000 ₪","235,670",בנזין,אוטומט,חום,07/2008,07/2022,פרטית,לא,לא,14,שדרות,,
742,סוזוקי ויטרה,2019,1,998,"110,000 ₪","16,000",בנזין,אוטומט,לבן מטאלי,02/2019,02/2022,פרטית,לא,לא,9,ירושלים,,
743,ניסאן קשקאי,2016,1,1197,"73,000 ₪","82,000",בנזין,אוטומט,לבן,06/2016,06/2022,פרטית,לא,לא,12,תל אביב יפו,,
744,מאזדה 3,2015,3,1496,"54,000 ₪","140,000",בנזין,אוטומט,לבן שנהב,06/2015,06/2022,פרטית,לא,לא,11,רמת גן,ליסינג,
745,פורד פוקוס,2013,3,1999,"23,500 ₪","142,000",בנזין,אוטומט,שחור,04/2013,04/2022,פרטית,לא,לא,14,רעננה,ליסינג,
746,ניסאן קשקאי,2016,2,1598,"70,000 ₪","88,000",דיזל,אוטומט,לבן,01/2016,01/2022,פרטית,לא,לא,12,ראש העין,פרטית,
747,פורד פוקוס,2016,2,1498,"30,000 ₪","170,000",בנזין,אוטומט,לבן פנינה,04/2016,09/2022,פרטית,לא,לא,14,תל אביב יפו,ליסינג,
748,הונדה אקורד,2014,2,1997,"37,000 ₪","217,000",בנזין,אוטומט,לבן,,06/2022,פרטית,לא,לא,3,תקוע,ליסינג,
749,סיטרואן C4 פיקאסו,2017,2,1598,"59,500 ₪","103,000",בנזין,אוטומט,לבן,04/2017,04/2022,פרטית,לא,לא,14,רחובות,ליסינג,
750,פולקסווגן ג'טה,2014,3,1197,"32,000 ₪","160,000",בנזין,אוטומט,שחור,12/2014,12/2021,פרטית,לא,לא,7,בני ברק,פרטית,
751,מרצדס E-Class קופה / קבריולט,2012,3,3498,"140,000 ₪","149,000",בנזין,אוטומט,שחור מטאלי,07/2012,07/2022,פרטית,לא,לא,15,כרמיאל,פרטית,
752,פיאט פנדה,2012,2,1242,"11,500 ₪","127,600",בנזין,ידנית,תכלת,06/2012,06/2022,פרטית,לא,לא,6,ירושלים,השכרה,
753,יונדאי איוניק,2018,1,1580,"79,000 ₪","125,000",בנזין,אוטומט,לבן,09/2018,09/2022,ליסינג,כן,לא,2,חדרה,,כפיר עסקי רכב
754,שברולט קפטיבה,2012,2,2384,"22,000 ₪","230,000",בנזין,אוטומט,כסוף,05/2012,05/2022,פרטית,כן,לא,15,ירושלים,פרטית,
755,סיטרואן C4,2008,3,1560,"10,000 ₪","290,000",דיזל,ידנית,אפור,11/2008,09/2022,פרטית,לא,לא,NaN,אור יהודה,פרטית,
756,סיאט איביזה,2012,2,1197,"24,500 ₪","140,000",בנזין,אוטומט,לבן,03/2012,03/2022,פרטית,לא,לא,14,באר שבע,ליסינג,
757,ניסאן אקס טרייל,2017,1,1598,"120,000 ₪","80,500",דיזל,אוטומט,לבן שנהב,08/2017,08/2022,פרטית,לא,לא,15,חדרה,,
758,סוזוקי אלטו,2011,3,996,"13,000 ₪","125,000",בנזין,ידנית,לבן,11/2011,01/2023,פרטית,לא,לא,9,חדרה,פרטית,
759,סקודה פאביה,2011,2,1197,"12,500 ₪","220,000",בנזין,ידנית,אפור מטאלי,06/2011,05/2022,פרטית,לא,לא,14,מודיעין עילית,פרטית,
760,ב.מ.וו X5,2017,2,1997,"310,000 ₪","102,000",היברידי חשמל / בנזין,אוטומט,בז' מטאלי,11/2017,09/2022,פרטית,לא,לא,3,סביון,פרטית,
761,סיאט לאון,2011,5,1789,"32,000 ₪","166,000",בנזין,ידנית,שחור מטאלי,08/2011,07/2022,פרטית,לא,לא,14,ביר אל מכסור,פרטית,
762,ב.מ.וו X5,2021,1,2993,"580,000 ₪","5,000",דיזל,אוטומט,שחור מטאלי,06/2021,06/2022,פרטית,לא,לא,15,פרדס חנה כרכור,,
763,סוזוקי איגניס,2005,4,1328,"8,000 ₪","149,000",בנזין,אוטומט,כסוף,,02/2022,פרטית,לא,לא,NaN,באר שבע,פרטית,
764,מרצדס SLK,2016,3,1991,לא צוין מחיר,"90,000",בנזין,אוטומט,שחור מטאלי,02/2016,02/2022,פרטית,לא,לא,13,מבשרת ציון,פרטית,
765,אם. ג'י. / MG 350,2015,2,1498,"18,000 ₪","183,000",בנזין,אוטומט,אפור מטאלי,01/2015,12/2022,פרטית,לא,לא,15,זכרון יעקב,השכרה,
766,אופל אסטרה,2015,1,1364,"50,000 ₪","128,000",בנזין,אוטומט,שחור מטאלי,06/2015,06/2022,פרטית,לא,לא,14,נתניה,,
767,פיג'ו 206,2008,4,1587,לא צוין מחיר,"163,000",בנזין,אוטומט,כחול,05/2008,,פרטית,לא,לא,15,בת ים,פרטית,
768,רנו קליאו דור 4 (2013-2019),2015,2,1197,לא צוין מחיר,"144,000",בנזין,אוטומט,אפור מטאלי,05/2015,05/2022,פרטית,לא,לא,10,אשדוד,ליסינג,
769,יונדאי i20,2012,3,1396,"29,000 ₪","163,000",בנזין,אוטומט,אפור,04/2012,04/2022,פרטית,לא,לא,13,פתח תקווה,ליסינג,
770,קיה ריו,2014,3,1396,"36,000 ₪","179,000",בנזין,אוטומט,כחול,07/2014,09/2022,פרטית,לא,לא,14,רחובות,השכרה,
771,מיצובישי ASX,2018,3,1998,לא צוין מחיר,"54,500",בנזין,אוטומט,שחור,05/2018,05/2022,פרטית,לא,לא,15,הילה,פרטית,
772,טויוטה אוריס הייבריד,2012,3,1798,"24,000 ₪","185,000",בנזין,אוטומט,לבן,11/2012,,פרטית,לא,לא,3,חיפה,פרטית,
773,מרצדס E-Class,2009,5,3498,לא צוין מחיר,"219,000",בנזין,אוטומט,כסוף,12/2009,07/2022,פרטית,לא,לא,15,ירושלים,פרטית,
774,סקודה סופרב (עד 2019),2009,3,1798,"26,000 ₪","188,000",בנזין,אוטומט,כסוף מטאלי,05/2009,05/2022,פרטית,לא,לא,15,אשקלון,פרטית,
775,מאזדה 3,2007,3,1999,"25,000 ₪","162,000",בנזין,אוטומט,לבן פנינה,,07/2022,פרטית,לא,לא,15,כפר סבא,פרטית,
776,קיה פורטה,2010,2,1591,"22,500 ₪","215,000",בנזין,אוטומט,כסוף,05/2010,05/2022,פרטית,כן,כן,14,רחובות,פרטית,
777,סקודה אוקטביה,2016,2,1798,"67,000 ₪","134,000",בנזין,אוטומט,לבן מטאלי,04/2016,04/2022,פרטית,לא,לא,9,הר אדר,ליסינג,
778,מיצובישי לנסר הדור החדש,2010,2,1499,"20,000 ₪","114,000",בנזין,אוטומט,כסוף מטאלי,05/2010,05/2022,פרטית,לא,לא,15,ראשון לציון,ליסינג,
779,ניסאן סנטרה,2017,2,1798,"65,000 ₪","101,000",בנזין,אוטומט,שחור מטאלי,03/2017,03/2022,פרטית,לא,לא,15,נהריה,ליסינג,
780,הונדה סיוויק סדאן החדשה,2007,3,1799,"30,000 ₪","167,000",בנזין,אוטומט,פלטינה,,08/2022,פרטית,כן,לא,14,נתניה,פרטית,
781,פיג'ו 108,2015,2,998,"39,000 ₪","70,000",בנזין,רובוטית,לבן,11/2015,11/2022,פרטית,לא,לא,4,רמת גן,פרטית,
782,טסלה מודל 3,2021,1,,"239,000 ₪","2,900",חשמלי,אוטומט,אפור מטאלי,06/2021,06/2024,פרטית,לא,לא,1,תל אביב יפו,,
783,טויוטה קורולה,2004,4,1598,"9,000 ₪","490,000",בנזין,ידנית,כסף מטלי,,06/2022,פרטית,לא,לא,NaN,דולב,פרטית,
784,פיג'ו 208,2021,1,1199,"123,000 ₪","13,000",בנזין,אוטומט,כסוף,04/2021,04/2022,פרטית,לא,לא,9,חדרה,,
785,רנו קליאו דור 4 (2013-2019),2017,1,1197,"60,000 ₪",75,בנזין,אוטומט,לבן,03/2017,03/2022,פרטית,לא,לא,10,חולון,,
786,דאצ'יה דאסטר,2016,1,1461,לא צוין מחיר,"156,000",דיזל,ידנית,לבן,03/2016,,פרטית,לא,לא,14,ראשון לציון,,
787,ניסאן אקס טרייל,2021,1,1749,"190,000 ₪","10,800",דיזל,אוטומט,לבן פנינה,02/2021,02/2022,פרטית,לא,לא,14,ערערה,,
788,הונדה FR-V,2009,2,1799,"24,500 ₪","313,000",בנזין,אוטומט,חום מטאלי,05/2009,05/2022,פרטית,לא,לא,15,הרצליה,פרטית,
789,ב.מ.וו X1,2018,3,1998,"185,000 ₪","59,000",בנזין,אוטומט,לבן,12/2018,10/2022,פרטית,לא,לא,13,כפר יאסיף,פרטית,
790,סוזוקי SX4 קרוסאובר,2015,2,1586,"58,000 ₪","94,000",בנזין,אוטומט,לבן פנינה,,06/2022,פרטית,לא,לא,14,גנות הדר,פרטית,...
791,ניסאן מיקרה,2017,2,1198,"45,000 ₪","54,000",בנזין,אוטומט,כסוף מטאלי,03/2017,03/2022,פרטית,לא,לא,7,ירושלים,פרטית,
792,קיה ספורטז',2017,2,1999,"103,000 ₪","70,000",בנזין,אוטומט,כסוף,08/2017,08/2022,פרטית,לא,לא,14,באר שבע,פרטית,
793,פיג'ו 207,2010,3,1360,"13,000 ₪","160,000",בנזין,רובוטית,לבן פנינה,12/2010,,פרטית,כן,לא,15,אשקלון,פרטית,
794,מרצדס C-Class,2016,1,1991,לא צוין מחיר,"105,000",בנזין,אוטומט,לבן,11/2016,,פרטית,לא,לא,10,אום אל פחם,,
795,קיה ספורטז',2015,2,1591,"74,500 ₪","55,000",בנזין,אוטומט,אפור,11/2015,11/2022,פרטית,לא,לא,15,כפר סבא,פרטית,
796,סוזוקי אלטו,2013,2,996,לא צוין מחיר,"145,000",בנזין,ידנית,כסוף,03/2013,03/2022,פרטית,לא,לא,9,חיפה,השכרה,
797,דאצ'יה סנדרו Stepway,2017,1,1461,"32,500 ₪","180,000",דיזל,ידנית,לבן,01/2017,01/2023,פרטית,לא,לא,12,אומץ,,
798,אופל אסטרה,2013,1,1364,"18,000 ₪","240,000",בנזין,אוטומט,אפור,12/2013,12/2022,פרטית,כן,לא,14,אשקלון,,
799,פיג'ו 308,2010,2,1598,"15,000 ₪","160,000",בנזין,אוטומט,אפור,07/2010,07/2022,פרטית,לא,לא,15,חדרה,פרטית,
800,קיה ספורטז',2017,2,1999,"115,000 ₪","56,000",בנזין,אוטומט,לבן,05/2017,06/2022,פרטית,לא,לא,14,באר יעקב,פרטית,
