,סוג,שנה,יד,סמ״ק,מחיר,קילומטראז',סוג מנוע,תיבת הילוכים,צבע,תאריך עליה לכביש,טסט עד,בעלות נוכחית,מוכן להחלפה,מותאם לנכים,זיהום מירבי,אזור המכירה:,בעלות קודמת,שם הסוכנות:
612,פורד פומה,2021,0,999,1532 ₪ לחודש,,בנזין,אוטומט,שחור,12/2021,,פרטית,כן,לא,9,תל אביב יפו,,קפיטל מוטורס
613,ב.מ.וו X6,2014,5,2979,"169,900 ₪","125,000",בנזין,אוטומט,לבן מטאלי,06/2014,06/2022,פרטית,כן,לא,15,כפר יונה,פרטית,סנטרל סוכנויות
614,ב.מ.וו סדרה 1,2016,2,1499,"109,000 ₪","65,000",בנזין,אוטומט,שחור,,,פרטית,כן,לא,12,ראשון לציון,פרטית,ספיישל מוטורס
615,סקודה סופרב (עד 2019),2016,2,1984,"152,500 ₪","100,000",בנזין,אוטומט,בז' מטאלי,04/2016,04/2022,פרטית,כן,לא,15,ראשון לציון,פרטית,yes car
616,פיג'ו 508,2015,2,1598,"29,000 ₪","230,000",בנזין,אוטומט,אפור,04/2015,04/2022,פרטית,כן,לא,14,חיפה,פרטית,עמית צור סוכניות רכב
617,אאודי A4,2015,2,1798,"104,500 ₪","104,000",בנזין,אוטומט,שחור,02/2015,02/2022,פרטית,כן,לא,13,בת ים,פרטית,yes car
618,קיה פיקנטו,2013,2,1248,"27,000 ₪","214,000",בנזין,אוטומט,לבן,03/2013,03/2022,פרטית,כן,לא,9,נתניה,ליסינג,איזי טרייד
619,יונדאי סונטה הייבריד,2017,1,1999,"97,000 ₪","100,000",בנזין,אוטומט,כסוף מטאלי,03/2017,,ליסינג,לא,לא,3,עפולה,,בלו סקאי סניף צפון
620,אאודי A6,2009,2,2995,"46,900 ₪","236,000",בנזין,אוטומט,שחור,09/2009,09/2022,פרטית,כן,לא,15,חיפה,ייבוא אישי,בן מוטורס
621,פיאט 500,2014,2,1242,"20,000 ₪","113,000",בנזין,רובוטית,שחור מטאלי,03/2014,03/2022,פרטית,לא,לא,7,פתח תקווה,השכרה,לוי אוטוטרייד בעמ
622,קיה נירו הייבריד,2018,1,1580,"98,000 ₪","87,000",בנזין,אוטומט,לבן,08/2018,08/2022,ליסינג,לא,לא,NaN,פתח תקווה,,"פרי ירוחם חברה לרכב בע""מ"
623,הונדה סיוויק (עד 2006),2001,5,1590,150 ₪ לחודש,"200,000",בנזין,אוטומט,כסוף מטאלי,,11/2022,פרטית,כן,לא,NaN,הרצליה,פרטית,אבי
624,פיג'ו 208,2017,1,1199,"35,900 ₪","105,000",בנזין,אוטומט,לבן,,02/2022,השכרה,לא,לא,7,ירושלים,,קאר פלייס
625,סיטרואן C1,2018,1,998,"46,900 ₪","26,000",בנזין,רובוטית,כסוף מטאלי,04/2018,04/2022,פרטית,כן,לא,4,נתניה,,יניב
626,קיה פיקנטו,2013,1,1248,"34,500 ₪","164,000",בנזין,אוטומט,אדום,01/2013,01/2023,ליסינג,כן,לא,9,חיפה,,אילון שחר חברה וסוכנות רכב בעמ
627,סוזוקי איגניס,2019,1,1242,לא צוין מחיר,"23,000",בנזין,אוטומט,לבן,11/2019,11/2022,פרטית,כן,לא,4,ראשון לציון,,טרייד אין אי אר תחבורה בעמ
628,שברולט טראוורס,2014,2,3564,"110,000 ₪","160,000",בנזין,אוטומט,שחור מטאלי,04/2014,04/2022,פרטית,כן,לא,15,תל אביב יפו,פרטית,אפיקים עטר מוטורס
629,סובארו אימפרזה ניו אייג',2001,3,1994,"5,000 ₪","182,000",בנזין,אוטומט,כסוף,,02/2022,פרטית,לא,לא,NaN,אילת,פרטית,
630,קיה סיד / CEED,2017,2,1582,"53,000 ₪","208,000",דיזל,אוטומט,לבן,07/2017,07/2022,פרטית,לא,לא,13,צור הדסה,השכרה,
631,מרצדס CLA,2021,1,1991,"400,000 ₪","30,000",בנזין,אוטומט,שחור,01/2021,,פרטית,לא,לא,NaN,קרית מלאכי,,
632,הונדה סיוויק סטיישן,2014,3,1798,"36,500 ₪","160,000",בנזין,אוטומט,שחור מטאלי,09/2014,09/2022,פרטית,לא,לא,14,אופקים,ליסינג,
633,סיאט איביזה,2012,4,1390,"23,000 ₪","146,000",בנזין,ידנית,שחור מטאלי,09/2012,09/2022,פרטית,לא,לא,6,תל אביב יפו,פרטית,
634,סיטרואן C3,2011,2,1598,"23,000 ₪","134,000",בנזין,אוטומט,תכלת,11/2011,11/2022,פרטית,לא,לא,15,כפר יונה,פרטית,
635,סקודה סופרב (עד 2019),2014,2,1798,"48,500 ₪","149,000",בנזין,אוטומט,שחור מטאלי,06/2014,06/2022,פרטית,לא,לא,15,ראשון לציון,פרטית,
636,קיה פיקנטו,2021,1,1248,"79,000 ₪","15,000",בנזין,אוטומט,כסוף מטאלי,02/2021,,פרטית,לא,לא,9,מודיעין מכבים רעות,,
637,וולוו V40,2016,2,1498,"61,000 ₪","90,000",בנזין,אוטומט,לבן שנהב,05/2016,05/2022,פרטית,לא,לא,12,ארבל,פרטית,
638,קיה קרניבל,2010,4,2656,"16,000 ₪","197,000",בנזין,אוטומט,כסוף מטאלי,07/2010,,פרטית,לא,כן,15,עתלית,פרטית,
639,שברולט ספארק,2013,3,995,"12,500 ₪","160,000",בנזין,ידנית,כסוף מטאלי,11/2013,11/2022,פרטית,לא,לא,7,אשקלון,פרטית,
640,סובארו B3 סדאן,2009,3,1498,"6,700 ₪","185,000",בנזין,אוטומט,אפור,02/2009,02/2022,פרטית,לא,לא,15,גבעת זאב,פרטית,
641,סקודה פאביה,2010,6,1598,"14,000 ₪","306,000",בנזין,אוטומט,כסוף מטאלי,09/2010,08/2022,פרטית,כן,לא,14,באר שבע,פרטית,
642,יונדאי איוניק,2018,1,1580,"79,000 ₪","125,000",בנזין,אוטומט,לבן,09/2018,09/2022,ליסינג,כן,לא,NaN,חדרה,,כפיר עסקי רכב
643,טויוטה קורולה,2004,4,1598,"6,000 ₪","340,000",בנזין,אוטומט,אפור,,,פרטית,לא,לא,NaN,חריש,פרטית,
644,פורד מוסטנג,2018,2,2261,"220,000 ₪","30,000",בנזין,אוטומט,לבן מטאלי,04/2018,,פרטית,לא,לא,15,באר יעקב,פרטית,
645,פיג'ו 508,2015,1,1598,"25,000 ₪","160,000",בנזין,אוטומט,שחור,04/2015,,פרטית,כן,לא,14,סאג'ור,,
646,ב.מ.וו סדרה 3,1998,4,1796,"15,000 ₪","248,000",בנזין,אוטומט,כחול מטאלי,,11/2021,פרטית,לא,לא,NaN,נתניה,פרטית,
647,טויוטה קורולה,2007,2,1598,"25,000 ₪","159,000",בנזין,אוטומט,כסוף מטאלי,05/2007,05/2021,פרטית,לא,לא,NaN,נתניה,פרטית,
648,שברולט טראקס,2017,1,1364,"76,000 ₪","53,000",בנזין,אוטומט,כסוף,06/2017,06/2022,ליסינג,כן,לא,14,נתניה,,"קאנטרי שירותי ליסינג בע""מ"
649,שברולט טראקס,2017,1,1364,"75,000 ₪","124,000",בנזין,אוטומט,לבן,08/2017,11/2021,פרטית,כן,לא,14,אזור,,סנטר קאר שירותי ליסינג ומימון בעמ
650,פורשה קאיין,2018,1,2995,לא צוין מחיר,"75,000",היברידי חשמל / בנזין,אוטומט,שחור מטאלי,09/2018,09/2022,פרטית,לא,לא,2,ירכא,,רכב נביה
651,שברולט טראקס,2013,1,1796,"40,000 ₪","88,000",בנזין,אוטומט,בורדו מטאלי,,12/2022,פרטית,לא,לא,NaN,נתניה,,איציק כהן
652,ניסאן אקס טרייל,2019,1,1598,"144,900 ₪","36,000",דיזל,אוטומט,אפור מטאלי,02/2019,02/2022,פרטית,כן,לא,NaN,רעננה,,ג'יי. קיי. קאר
653,סוזוקי אלטו,2011,3,996,"12,000 ₪","172,000",בנזין,ידנית,אדום,06/2011,06/2022,פרטית,לא,לא,9,רמת השרון,פרטית,קליבר
654,מאזדה 2,2021,0,1496,1298 ₪ לחודש,,בנזין,אוטומט,,,10/2022,פרטית,כן,לא,5,באר שבע,,קפיטל מוטורס
655,טויוטה ספייס ורסו,2015,2,1329,"46,000 ₪","153,000",בנזין,אוטומט,לבן,07/2015,07/2022,פרטית,כן,לא,7,רחובות,ליסינג,אוטו קאר סנטר 2005 בעמ
656,פיג'ו 206,2006,3,1360,"11,500 ₪","120,000",בנזין,אוטומט,כסף מטלי,,09/2022,פרטית,כן,לא,15,תל אביב יפו,פרטית,אוטו חי - יוסי חזן בעמ
657,אברת' 595,2013,7,1368,"63,000 ₪","111,000",בנזין,ידנית,שחור,11/2013,11/2022,פרטית,לא,לא,14,נתניה,פרטית,אל דור אוטו קאר בעמ
658,סוזוקי אלטו,2014,3,996,לא צוין מחיר,"138,000",בנזין,אוטומט,אפור עכבר,01/2014,01/2023,פרטית,כן,לא,6,חיפה,פרטית,איתן קאר״ס
659,פולקסווגן פולו,2004,2,1390,"4,500 ₪","170,000",בנזין,אוטומט,כסוף מטאלי,,04/2022,פרטית,לא,לא,NaN,בית יצחק שער חפר,פרטית,חי
660,סוזוקי סוויפט,2020,1,1242,לא צוין מחיר,"10,000",בנזין,אוטומט,טוניק,09/2020,09/2022,פרטית,לא,לא,4,בני ברק,,רכבים לאחר בדיקה/ענק הטרייד אין
661,יונדאי קונה,2019,2,1591,"96,900 ₪","39,000",בנזין,אוטומט,לבן מטאלי,01/2019,01/2023,פרטית,כן,לא,11,נתניה,פרטית,אקסטרא קאר
662,קיה ספורטז',2017,2,1591,"89,900 ₪","150,000",בנזין,אוטומט,שחור מטאלי,05/2017,05/2022,פרטית,כן,לא,15,אבן יהודה,ליסינג,סיטיקאר סנטר 1999 בעמ
663,קיה סורנטו,2018,2,2359,לא צוין מחיר,"135,000",בנזין,אוטומט,אפור מטאלי,01/2018,01/2022,פרטית,כן,לא,NaN,נתניה,פרטית,AMG
664,סיטרואן C3,2017,1,1199,"48,000 ₪","128,000",בנזין,אוטומט,אפור,09/2017,09/2022,ליסינג,כן,לא,10,אזור,,סנטר קאר שירותי ליסינג ומימון בעמ
665,טויוטה יאריס,2019,1,1496,"77,000 ₪","85,000",בנזין,אוטומט,אפור מטאלי,03/2019,03/2022,ליסינג,לא,לא,4,פתח תקווה,,"פרי ירוחם חברה לרכב בע""מ"
666,סוזוקי בלנו,2000,5,1590,לא צוין מחיר,"379,092",בנזין,אוטומט,כסוף,,02/2022,פרטית,לא,לא,NaN,קרית אתא,פרטית,
667,יונדאי אקסנט (עד 2012),2006,2,1495,"5,500 ₪","232,981",בנזין,אוטומט,כסוף,,02/2022,פרטית,לא,לא,NaN,מודיעין מכבים רעות,ליסינג,
668,ב.מ.וו סדרה 1,2011,2,1995,"34,000 ₪","180,000",בנזין,אוטומט,כחול כהה מטאלי,11/2011,01/2022,פרטית,לא,לא,15,תל אביב יפו,פרטית,
669,סקודה רומסטר,2014,2,1197,"26,000 ₪","153,000",בנזין,אוטומט,לבן,04/2014,04/2022,פרטית,לא,לא,14,נתניה,ליסינג,
670,פיג'ו 3008,2018,3,1560,"130,000 ₪","190,000",דיזל,אוטומט,זהב,11/2018,11/2023,פרטית,לא,לא,14,לוד,פרטית,
671,סוזוקי SX4,2008,2,1586,"24,500 ₪","135,000",בנזין,אוטומט,פלטינה,07/2008,07/2022,פרטית,לא,לא,15,עלי זהב,פרטית,
672,מאזדה 5,2007,2,1999,לא צוין מחיר,"237,000",בנזין,אוטומט,פלטינה,12/2007,12/2021,פרטית,כן,לא,NaN,בית שמש,פרטית,
673,סוזוקי SX4,2012,2,1586,"29,800 ₪","175,000",בנזין,אוטומט,שחור מטאלי,11/2012,11/2022,פרטית,לא,לא,14,מאור,פרטית,
674,שברולט מאליבו,2021,1,1490,"174,000 ₪","13,800",בנזין,אוטומט,שחור מטאלי,01/2021,,פרטית,לא,לא,14,מצליח,,
675,מרצדס C-Class,2017,4,2996,לא צוין מחיר,"110,000",בנזין,אוטומט,כחול,03/2017,03/2022,פרטית,לא,לא,15,באר שבע,פרטית,
676,סיאט איביזה,2014,4,1197,"40,000 ₪","137,000",בנזין,ידנית,לבן פנינה,,,פרטית,לא,לא,14,קרית מוצקין,פרטית,
677,סובארו אימפרזה ניו אייג',2007,5,1498,"11,500 ₪","165,000",בנזין,אוטומט,שחור,,08/2022,פרטית,לא,לא,NaN,חולון,פרטית,
678,סוזוקי בלנו,1996,2,1590,"7,999 ₪","150,000",בנזין,אוטומט,כחול,,01/2022,פרטית,לא,לא,NaN,נתניה,פרטית,
679,יונדאי i10,2016,1,1248,לא צוין מחיר,"90,413",בנזין,אוטומט,כתום,11/2016,11/2022,פרטית,לא,לא,NaN,פתח תקווה,,סגל סער ציוד ורכב
680,סיטרואן C4 קקטוס,2017,1,1199,"60,000 ₪","53,000",בנזין,אוטומט,לבן פנינה,09/2017,10/2022,פרטית,לא,לא,5,תל אביב יפו,,
681,סובארו אימפרזה החדשה,2016,2,1600,"35,000 ₪","108,000",בנזין,אוטומט,שחור,02/2016,02/2022,פרטית,לא,לא,14,חריש,פרטית,
682,קיה קרניבל,2018,2,3342,"190,000 ₪","37,000",בנזין,אוטומט,לבן פנינה,08/2018,08/2022,פרטית,לא,לא,15,שוהם,פרטית,
683,רנו זואי,2019,1,,"92,000 ₪","61,000",חשמלי,אוטומט,לבן מטאלי,01/2019,,פרטית,לא,לא,1,בית ג'ן,,
684,פולקסווגן גולף,2013,3,1197,"45,000 ₪","130,000",בנזין,אוטומט,אפור עכבר,08/2013,08/2022,פרטית,לא,לא,13,מבשרת ציון,פרטית,
685,פיג'ו 208,2015,2,1199,"35,000 ₪","96,000",בנזין,אוטומט,כתום,08/2015,08/2022,פרטית,כן,לא,7,כפר סבא,פרטית,"סוכנות המוביל כ""ס"
686,שברולט טראקס,2014,2,1796,"36,900 ₪","157,000",בנזין,אוטומט,אפור מטאלי,12/2014,12/2021,פרטית,לא,לא,14,נתניה,פרטית,מכון בדיקה אוטו טסט
687,אינפיניטי QX60,2015,1,3498,לא צוין מחיר,"167,000",בנזין,אוטומט,בורדו מטאלי,02/2015,,פרטית,לא,לא,15,פתח תקווה,,פירסט מוטורס בע״מ
688,ב.מ.וו X1,2018,2,1499,"159,000 ₪","77,000",בנזין,אוטומט,אפור מטאלי,02/2018,02/2022,פרטית,כן,לא,14,ראשון לציון,פרטית,שרק רכב 2002 בעמ
689,רנו מגאן דור 3 (2009-2017),2013,2,1461,לא צוין מחיר,"199,000",טורבו דיזל,אוטומט,שחור מטאלי,07/2013,,פרטית,כן,לא,15,נס ציונה,ליסינג,רכב מנהטן
690,אאודי A8,2017,2,2995,לא צוין מחיר,"120,000",בנזין,אוטומט,לבן מטאלי,02/2017,,פרטית,כן,לא,15,ירושלים,פרטית,אבו עישה מוטורס סחר ברכב וליסינג בעמ
691,ב.מ.וו סדרה 5,2013,3,2979,"128,000 ₪","90,000",בנזין,אוטומט,אפור,03/2013,03/2022,פרטית,לא,לא,NaN,ראשון לציון,פרטית,Jack
692,פיג'ו 301,2015,2,1199,"16,500 ₪","126,000",בנזין,רובוטית,כסוף,06/2015,08/2022,פרטית,לא,לא,15,גן יבנה,השכרה,דוריאן עיסקי רכב
693,סיאט לאון,2016,2,1798,לא צוין מחיר,"132,000",בנזין,אוטומט,לבן,08/2016,,פרטית,כן,לא,12,קרית שמונה,פרטית,דורון מוטורס
694,סקודה אוקטביה,2019,2,1984,"134,900 ₪","28,000",בנזין,אוטומט,כסף מטלי,05/2019,05/2022,פרטית,לא,לא,7,ראשון לציון,פרטית,שמואל לוי - אוטו סיטי
695,רנו פלואנס,2013,4,1461,"24,900 ₪","197,500",דיזל,אוטומט,לבן,,,פרטית,כן,לא,15,ראשון לציון,ליסינג,"גרינקאר יבוא ומסחר בע""מ"
696,יונדאי אקסנט/ i25 החדשה (2019 ואילך),2020,1,1368,"85,000 ₪","22,000",בנזין,אוטומט,לבן,05/2020,05/2022,פרטית,לא,לא,14,מכמורת,,.
697,ב.מ.וו סדרה 4,2021,0,1998,לא צוין מחיר,,בנזין,אוטומט,לבן,,,פרטית,לא,לא,11,נשר,,שיא סוכנויות רכב
698,הונדה סיוויק סדאן החדשה,2018,1,1597,"89,000 ₪","50,000",בנזין,אוטומט,לבן מטאלי,05/2018,05/2022,פרטית,כן,לא,8,חולון,,auto
699,הונדה סיוויק סדאן החדשה,2009,2,1799,"27,000 ₪","156,000",בנזין,אוטומט,אפור מטאלי,04/2009,04/2022,פרטית,לא,לא,14,נתניה,פרטית,.
700,ב.מ.וו סדרה 4,2017,2,1998,"196,000 ₪","76,000",בנזין,אוטומט,לבן,03/2017,03/2022,פרטית,כן,לא,14,ראשון לציון,פרטית,GT-MOTORS
701,אופל אסטרה,2015,2,1364,"38,000 ₪","180,000",בנזין,אוטומט,לבן,10/2015,10/2022,ליסינג,כן,לא,14,כפר סבא,ליסינג,גלי ליסינג מכירת רכב
702,טויוטה היילנדר,2021,0,2500,"380,000 ₪",,בנזין,אוטומט,לבן פנינה,11/2021,11/2022,ייבוא מקביל,כן,לא,NaN,רחובות,,טויטה רחובות יבוא מקביל
703,רנו קפצ'ור,2015,4,1197,"42,000 ₪","94,000",בנזין,אוטומט,כחול כהה מטאלי,,03/2022,פרטית,לא,לא,13,באר שבע,פרטית,
704,מאזדה 5,2008,3,1999,"27,000 ₪","234,000",בנזין,אוטומט,ירוק בהיר,05/2008,06/2022,פרטית,כן,לא,NaN,ירושלים,פרטית,
705,סובארו B4,2008,3,1994,"15,500 ₪","200,002",בנזין,אוטומט,כחול מטאלי,03/2008,03/2022,פרטית,לא,לא,15,בני ברק,פרטית,
706,טויוטה יאריס,2013,2,1329,"38,000 ₪","188,000",בנזין,אוטומט,לבן,04/2013,04/2022,פרטית,לא,לא,7,קרית אונו,פרטית,
707,מרצדס C-Class קופה,2005,6,1796,"39,900 ₪","113,000",בנזין,אוטומט,שחור מטאלי,,02/2022,פרטית,לא,לא,NaN,זכרון יעקב,פרטית,
708,סוזוקי SX4,2011,4,1586,"25,000 ₪","212,000",בנזין,אוטומט,שחור מטאלי,12/2011,12/2022,פרטית,כן,לא,14,חולון,פרטית,
709,סוזוקי סוויפט,2010,3,1490,"19,000 ₪","230,000",בנזין,אוטומט,אדום,01/2010,04/2022,פרטית,לא,לא,14,ראשון לציון,פרטית,
710,הונדה סיוויק האצ'בק החדשה,2011,3,1799,"32,999 ₪","163,000",בנזין,אוטומט,אפור מטאלי,,10/2022,פרטית,לא,לא,14,באר יעקב,פרטית,
711,מרצדס E-Class Taxi,2018,2,1950,"145,000 ₪","130,000",דיזל,אוטומט,לבן,01/2018,01/2023,מונית,לא,לא,13,שדות מיכה,מונית,
712,פורד אקספלורר,2021,1,3000,"395,000 ₪","2,800",בנזין,אוטומט,לבן פנינה,07/2021,07/2022,פרטית,לא,לא,15,זמר,,
713,פיג'ו 208,2013,2,1598,"15,500 ₪","160,000",בנזין,אוטומט,אפור,05/2013,05/2022,פרטית,לא,לא,14,הרצליה,פרטית,
714,ניסאן קשקאי,2011,2,1997,"39,000 ₪","211,000",בנזין,אוטומט,לבן,05/2011,05/2022,פרטית,לא,לא,15,חולון,פרטית,
715,פיג'ו 108,2015,1,1199,"30,000 ₪","23,000",בנזין,ידנית,אפור,09/2015,09/2022,פרטית,לא,לא,4,מודיעין מכבים רעות,,
716,יונדאי איוניק,2018,1,1580,"79,000 ₪","125,000",בנזין,אוטומט,לבן,09/2018,09/2022,ליסינג,כן,לא,NaN,חדרה,,כפיר עסקי רכב
717,הונדה ג'אז,2019,1,1318,"93,000 ₪","8,324",בנזין,אוטומט,לבן,02/2019,02/2022,פרטית,לא,לא,4,כוכב יאיר / צור יגאל,,
718,קיה סורנטו,2015,2,2199,"95,400 ₪","176,000",דיזל,אוטומט,שחור,06/2015,06/2022,פרטית,לא,כן,15,ראש העין,פרטית,
719,מאזדה 6,2003,2,1999,לא צוין מחיר,"230,000",בנזין,אוטומט,כסוף,,12/2021,פרטית,לא,לא,NaN,מגדל העמק,פרטית,
720,אאודי Q2,2021,1,1498,"178,000 ₪","13,000",בנזין,אוטומט,לבן מטאלי,06/2021,06/2022,פרטית,לא,לא,7,בית שאן,,
721,אופל מוקה,2014,2,1364,לא צוין מחיר,"107,000",בנזין,אוטומט,כסוף,10/2014,10/2022,פרטית,כן,לא,13,פתח תקווה,פרטית,
722,יונדאי i10,2013,3,1086,"20,000 ₪","91,000",בנזין,ידנית,אפור עכבר,05/2013,05/2022,פרטית,כן,לא,9,באר שבע,פרטית,י.ש טרייד אין רפאל
723,רנו מגאן גראנד קופה,2019,1,1461,"94,500 ₪","47,000",דיזל,אוטומט,לבן,05/2019,05/2022,ליסינג,כן,לא,4,חיפה,,ליס קאר רם בעמ
724,סקודה סופרב (עד 2019),2016,0,1798,"85,000 ₪",,בנזין,אוטומט,אפור מטאלי,,,ליסינג,לא,לא,15,נתניה,,אוטו פלוס
725,סקודה סופרב (עד 2019),2018,1,1798,"156,500 ₪","115,000",בנזין,אוטומט,שחור מטאלי,07/2018,07/2022,פרטית,כן,לא,12,ראשון לציון,,yes car
726,אאודי TT,2013,4,1798,"113,000 ₪","126,000",בנזין,אוטומט,לבן,09/2013,,פרטית,לא,לא,14,אשדוד,פרטית,טרייד סנטר
727,מאזדה 3,2017,1,1998,"72,000 ₪","100,000",בנזין,אוטומט,אפור עכבר,01/2017,01/2022,פרטית,לא,לא,12,חיפה,,שי מוטורס
728,מיני קופר,2017,1,1998,"129,000 ₪","111,000",בנזין,אוטומט,קרם,10/2017,10/2022,פרטית,כן,לא,13,פתח תקווה,,סטופ ביג ליס קאר
729,יונדאי סונטה הייבריד,2015,4,1999,"78,770 ₪","140,000",בנזין,אוטומט,כחול כהה,10/2015,10/2022,פרטית,לא,לא,3,כפר סבא,פרטית,"ניו קאר ליס מוטורס בע""מ"
730,אאודי TT,2019,3,1984,"207,000 ₪","28,000",בנזין,אוטומט,שחור,,,פרטית,כן,לא,14,תל אביב יפו,פרטית,R.A MOTORS
731,פורד אקספלורר,2021,1,2261,3850 ₪ לחודש,,בנזין,אוטומט,,,11/2021,פרטית,כן,לא,15,תל אביב יפו,,קפיטל מוטורס
732,סקודה קודיאק,2020,1,1968,"230,000 ₪","23,000",דיזל,אוטומט,אפור מטאלי,03/2020,03/2022,פרטית,לא,לא,14,ראשון לציון,,VOLVO TRADE יבואן רשמי
733,מיצובישי ASX,2018,1,1998,"91,000 ₪","90,000",בנזין,אוטומט,ברונזה,07/2018,07/2022,ליסינג,כן,לא,15,אזור,,סנטר קאר שירותי ליסינג ומימון בעמ
734,סקודה סופרב (עד 2019),2016,2,1984,"152,500 ₪","100,000",בנזין,אוטומט,בז' מטאלי,04/2016,04/2022,פרטית,כן,לא,15,בת ים,פרטית,yes car
735,קיה סטוניק,2020,1,1368,לא צוין מחיר,"24,000",בנזין,אוטומט,שחור,06/2020,06/2022,פרטית,כן,לא,6,ראשון לציון,,טרייד אין אי אר תחבורה בעמ
736,ניסאן אקס טרייל,2018,2,1598,"136,500 ₪","120,000",דיזל,אוטומט,לבן פנינה,06/2018,06/2022,פרטית,כן,לא,14,ראשון לציון,פרטית,yes car
737,סוזוקי אלטו,2015,1,996,"20,000 ₪","107,000",בנזין,ידנית,אפור,03/2015,03/2022,פרטית,לא,לא,6,רעננה,,ptrucks
738,סיאט איביזה,2014,3,1390,לא צוין מחיר,"120,000",בנזין,ידנית,אפור מטאלי,09/2014,08/2022,פרטית,כן,לא,14,קרית שמונה,פרטית,רויאל מוטורס
739,סוזוקי איגניס,2021,0,1197,1085 ₪ לחודש,,בנזין,ידנית,אפור מטאלי,12/2021,,פרטית,כן,לא,4,תל אביב יפו,,קפיטל מוטורס
740,אאודי Q2,2021,1,1498,"178,000 ₪","13,000",בנזין,אוטומט,לבן מטאלי,06/2021,06/2022,פרטית,לא,לא,7,בית שאן,,
741,אופל מוקה,2014,2,1364,לא צוין מחיר,"107,000",בנזין,אוטומט,כסוף,10/2014,10/2022,פרטית,כן,לא,13,פתח תקווה,פרטית,
742,קיה פורטה,2013,3,1591,"27,000 ₪","190,000",בנזין,אוטומט,בז' מטאלי,,,פרטית,לא,לא,13,בני ברק,פרטית,
743,פורד פוקוס,2011,4,1596,"11,000 ₪","171,000",בנזין,אוטומט,אפור מטאלי,08/2011,09/2022,פרטית,לא,לא,15,באר שבע,פרטית,
744,סקודה פאביה ספייס,2011,2,1197,"15,000 ₪","260,000",בנזין,אוטומט,תכלת מטאלי,10/2011,10/2022,פרטית,לא,לא,9,קרית שמונה,פרטית,
745,סיאט איביזה,2018,2,999,"86,000 ₪","98,000",בנזין,אוטומט,כחול,06/2018,,פרטית,לא,לא,8,הרצליה,פרטית,
746,שברולט מאליבו,2009,2,3500,"19,000 ₪","111,500",בנזין,אוטומט,זהב מטאלי,09/2009,03/2022,פרטית,לא,לא,15,ראשון לציון,פרטית,
747,מרצדס CLA,2015,2,1595,"119,000 ₪","119,000",בנזין,אוטומט,לבן,,,פרטית,לא,לא,14,נתניה,פרטית,
748,מרצדס SL,2017,2,2996,לא צוין מחיר,"103,000",בנזין,אוטומט,לבן מטאלי,03/2017,03/2022,פרטית,כן,לא,15,אום אל פחם,פרטית,
749,סיאט אלהמברה,2014,3,1395,"70,000 ₪","140,000",בנזין,אוטומט,כחול כהה,07/2014,07/2022,פרטית,לא,לא,14,באר יעקב,פרטית,
750,אופל אסטרה,2016,3,1364,"39,000 ₪","98,900",בנזין,אוטומט,כחול בהיר מטאלי,02/2016,02/2022,פרטית,לא,לא,14,כפר תבור,פרטית,
751,אופל אסטרה,2013,2,1364,"16,000 ₪","160,000",בנזין,אוטומט,שחור מטאלי,09/2013,09/2022,פרטית,לא,לא,14,נתניה,ליסינג,
752,מרצדס E-Class,2018,1,1950,לא צוין מחיר,"202,000",דיזל,אוטומט,לבן,08/2018,08/2022,פרטית,לא,לא,8,תל אביב יפו,,
753,יונדאי i10,2016,1,1248,לא צוין מחיר,"90,413",בנזין,אוטומט,כתום,11/2016,11/2022,פרטית,לא,לא,NaN,פתח תקווה,,סגל סער ציוד ורכב
754,טויוטה יאריס הייבריד,2017,2,1497,"63,500 ₪","148,000",בנזין,אוטומט,אדום,07/2017,07/2022,פרטית,לא,לא,2,מודיעין מכבים רעות,ליסינג,
755,אופל אדם,2017,2,1398,"65,000 ₪","29,500",בנזין,אוטומט,לבן מטאלי,07/2017,07/2022,פרטית,לא,לא,7,עומר,ליסינג,
756,ניסאן מיקרה,2013,3,1198,"18,000 ₪","220,000",בנזין,אוטומט,לבן,08/2013,08/2022,פרטית,לא,לא,7,ראשון לציון,פרטית,
757,פולקסווגן ג'טה,2011,2,1595,"25,800 ₪","112,500",בנזין,אוטומט,לבן,01/2011,12/2024,פרטית,לא,לא,15,פתח תקווה,פרטית,
758,טסלה מודל 3,2021,1,,"195,000 ₪","1,000",חשמלי,אוטומט,לבן,,,פרטית,לא,לא,1,מגשימים,,
759,הונדה ג'אז,2013,3,1339,"33,900 ₪","113,800",בנזין,אוטומט,אפור עכבר,02/2013,02/2022,פרטית,לא,לא,7,ניצני עוז,פרטית,שי ג'רבי
760,סקודה אוקטביה,2013,2,1798,לא צוין מחיר,"178,000",בנזין,אוטומט,כסוף מטאלי,06/2013,06/2022,פרטית,כן,לא,9,ראשון לציון,ליסינג,מיקי
761,דייהטסו סיריון,2009,3,1298,"12,000 ₪","267,000",בנזין,אוטומט,אדום,06/2009,06/2022,פרטית,לא,לא,4,ירושלים,השכרה,הורוביץ מכוניות
762,פולקסווגן פאסאט,2016,2,1798,"65,000 ₪","160,000",בנזין,אוטומט,לבן מטאלי,05/2016,05/2022,פרטית,כן,לא,12,עכו,ליסינג,רכב סמי
